Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12
ENSG00000002549	9.42837415732552	9.7018818819336	9.5899688054959	9.58042260119504	9.43102334621505	9.73423076620844	9.31440944555606	9.48867739898442	9.3801156360768	8.36549572252884	8.77307835542018	8.51503675804505
ENSG00000002586	11.8629035025436	11.8295660823521	11.7383384416526	12.0197791688895	11.8951923770136	11.9386643308812	12.2085056967945	11.9854352144721	12.085792037162	12.8117341961397	12.6483349579976	12.6365713474871
ENSG00000002587	7.99588905186928	7.88239318562663	7.89069497474863	7.52862470601234	7.34626710883907	7.1132074238189	7.22520083277707	7.45820029030749	7.68821937802526	6.99820866155164	6.87226225083965	6.94400015608756
ENSG00000002822	9.86641193170763	9.89388920230052	9.8931380052828	9.8743215151453	9.81321970795623	9.84061549771458	9.77324102127017	9.43819242807368	9.90229698150038	9.48920941417076	9.46731956387069	9.28095854063743
ENSG00000002834	12.3774023188785	12.2702329554324	12.2297459104358	12.2964826581816	12.2021221425204	12.2426871995819	12.2946589755273	12.336991206847	12.3534759207137	12.594012232752	12.5566929921599	12.4721133773463
ENSG00000002919	8.63173591033206	8.68993848458597	8.75368963377305	8.59808100235014	8.40105648011414	8.51946116757211	8.06685249518653	8.43800786144607	8.2561688380416	8.11704210681911	8.23330162706463	8.04290427842141
ENSG00000003056	9.79062134687287	9.79531613238039	9.78837737689691	9.6248687362645	9.64878576809719	9.69837470719171	8.82181066564994	9.53248380683761	9.24421837653046	8.98710663193785	9.18294040150123	8.8446567264616
ENSG00000003096	4.94747912468683	5.17125184812426	4.95112148249303	5.23983565494733	5.17269425361979	5.06723261217652	4.776976692544	4.94054630119159	4.82118958362148	4.76425818006533	5.01624237736936	4.78414308038779
ENSG00000003249	8.81389451533259	8.66061930758252	8.79248393617449	8.99193383373899	8.83038317529147	8.91858561598821	8.98539804042988	9.11146958360459	9.10962883227042	9.45494743761576	9.20295347517415	9.12666679017505
ENSG00000003393	8.49161868152034	8.47092080934656	8.45625380693326	8.26043882237891	8.36944167421739	8.27170422740285	8.27902777425653	8.37266035203363	8.46333227548617	8.04254848136713	8.30183428789812	8.19168897618584
ENSG00000003400	6.74674411966277	6.48757892883762	6.56722951329984	6.64687669948282	7.05694251574762	6.7273825587198	7.34865692824493	7.19604935112253	7.07658922102029	7.98506915829144	7.99638464458094	8.03400235747409
ENSG00000003402	7.57394770324895	7.57503909919051	7.61461022570345	7.65537817109065	7.5725234713344	7.72502275237765	6.95591555135576	7.47221012354034	7.10811558532701	7.21551480881595	7.46144183571504	7.13555954807388
ENSG00000003436	8.82454879200471	8.85431662078275	8.9665265981521	9.08917969254458	9.24350992465644	9.14554942302118	9.4102036036713	9.22264415834459	9.24655274399118	9.90124618950435	9.7718941911074	10.1267669936414
ENSG00000003509	8.04542099776232	7.88965212531241	7.85437310018299	7.8629397167382	8.01808004721019	8.10729456296787	8.20957514770666	8.28458658085157	8.2374767429439	8.41910868513633	8.456759079389	8.5693520426893
ENSG00000003756	8.46005635978889	8.59570493259627	8.39028751619661	8.5544372379524	8.47717788178133	8.66661329586263	8.5118093918775	8.49370032147609	8.46333227548617	8.91657437782396	9.05444462012646	8.87481361154102
ENSG00000003987	5.24101151176728	5.33198099293656	5.56321233009597	5.23983565494733	5.51321924240645	5.131961922442	5.29593490712949	5.04132993834055	5.49603691087814	4.96522536990617	5.22505408191331	5.22285462857932
ENSG00000004059	10.4534939585103	10.4185416362839	10.3950453164467	10.5927899508783	10.5144684631757	10.4950423482855	10.7787840175712	10.7222214256036	10.8419075212557	11.4605597630793	11.1144940423856	11.0978114000728
ENSG00000004142	10.7425023388122	10.7576908494919	10.7634157902481	10.7362066500929	10.6859657548219	10.6869574600004	10.4410012959262	10.7171216695886	10.6304075757614	10.1185249567644	10.015317373674	9.874290319033
ENSG00000004399	8.71809605272657	8.75479168853488	8.63772763256516	8.48101152792702	8.66459395501112	8.60863633437615	8.34527492833507	8.47997820805486	8.43081377946956	8.51490273259241	8.6530157016043	8.33374760491472
ENSG00000004455	11.0624743414073	11.1261248323966	11.1907645863952	11.1455351225287	11.0927040990779	11.1449803502612	11.1730057466245	11.0412668345547	10.9884949864136	10.3181235562547	10.2678756294958	10.3682770132887
ENSG00000004478	11.2471848377612	11.2492462645256	11.1955913055689	11.059427693002	11.0259747350832	11.0000808692952	10.7874552938541	10.7090711604177	10.7279752628722	10.0403287390632	10.0488614418423	9.94147534758286
ENSG00000004487	11.5424314165427	11.6303835855789	11.5514255616117	11.5360157005493	11.6059917335286	11.626630402033	11.4829598419536	11.5287957139711	11.5290814014727	11.1715264895316	11.2619160887636	11.1493835373417
ENSG00000004534	9.41903710794035	9.36311112026599	9.38963186276564	9.29068757711133	9.23258487842017	9.30556645088873	8.99292159787443	8.72645561090132	8.99488033343929	8.69691371821968	8.76501930804288	8.8412666281336
ENSG00000004660	7.5823871182666	7.41267954016466	7.5401754533895	7.34252488326231	7.37058561607233	7.38385412629166	6.4530474835275	6.62971526974899	6.58485556559175	6.47438968619504	6.76669696121174	6.66040382022793
ENSG00000004700	8.99140973851279	9.14473065784097	9.13692916206594	8.99193383373899	8.92846235292881	9.11386240745813	8.41982047648443	9.2288036619203	8.79240000553196	7.88082450364269	8.20175973393457	8.09232996172305
ENSG00000004766	8.32638099221796	8.17731078641488	8.45625380693326	8.28120133374357	8.25296507430374	8.48019347260343	8.24787436426609	8.39842761078603	8.40174363675066	7.86268743397576	8.1531073783819	8.21286435257023
ENSG00000004776	4.87546647185703	4.62924676777506	4.45412840417776	5.39079017147349	5.02853525871351	4.92237339381685	5.40501019288986	5.04132993834055	5.49603691087814	5.09018026296589	4.91758179112927	5.14472575114702
ENSG00000004777	8.23337306537565	8.09816143362181	8.04898034760009	8.22658120554603	8.31238403868875	8.0878068932359	8.07398081155336	7.82809497613031	8.67590612874227	7.44107414834365	7.26047704928677	7.21180688276821
ENSG00000004779	9.66198924020119	9.55271214525876	9.57892435346202	9.70984997571908	9.64384775307587	9.54054845829648	9.60189169129317	9.70877628398948	9.68894728145972	9.05035807757776	8.94697765518576	9.10986592072466
ENSG00000004838	6.25771370684935	6.3643605595616	6.50462291870977	6.78368768775469	6.38653594594045	6.6927547342722	6.85888365995304	6.85229911581738	6.61480205772394	6.73075216594145	6.72211495805929	6.64457766283911
ENSG00000004864	9.66594102549147	9.67074107292582	9.63331941154368	9.52416997711758	9.67160880181425	9.72377711777949	9.01894876274552	9.33729777688658	9.21590692194539	8.32970735651566	8.58748191500871	8.51716419455791
ENSG00000004866	8.78872347675086	8.98166224362304	8.71382045277136	8.65322549108142	8.77721440899272	8.68830437765503	8.71209634873254	8.49711047915926	8.52624201024967	8.49742092273015	8.41613635794369	8.54245086635184
ENSG00000004897	10.760165255708	10.7237129357287	10.7891916248226	10.6336317231615	10.6650019876691	10.8145692575138	10.6240001857281	10.7236751932359	10.6232433962991	9.97666884620703	10.0477557866723	10.2242483332375
ENSG00000004961	9.11224048393093	9.19814340228766	9.22932288728803	8.96656055438977	8.95530008885279	9.08146264548049	8.9549044610928	8.90895196136379	8.75351245784964	8.24838250371228	8.34937171277717	8.3216200482414
ENSG00000004975	9.01019334194188	9.20395773544883	9.00005080936638	9.16250959065876	9.15137944908689	9.23073545895733	8.97783496940381	9.30462700632934	9.33256772375046	9.57908942100158	9.53675699357764	9.31555602632627
ENSG00000005001	8.87666844305708	8.65638164549564	8.51159048576956	8.06827049859417	7.95013584989344	7.9215584986093	7.76574891625368	7.80620533925679	7.98061000146999	9.10134636775986	8.94460168251148	8.77173188004629
ENSG00000005007	11.3642582443232	11.2639230574422	11.194386138974	11.1013778327975	11.0939111773596	11.0907080925538	10.7535597498089	10.7883179624694	10.9912800047588	10.6008404108377	10.5086723879201	10.3252859928519
ENSG00000005020	9.6855390823114	9.53898079168733	9.7129319559905	9.69602976499544	9.74875885959443	9.6594116311131	9.6526223981537	9.81899624577662	9.61501160537634	10.0858081828189	10.2225436448023	10.3469416784861
ENSG00000005022	12.7159421754496	12.7617919911261	12.828630211589	12.790417586865	12.6201973563611	12.6849220786491	12.65713157334	12.7807094415871	12.6704043675756	11.5344344751389	11.6719788378872	11.6176227366659
ENSG00000005059	9.13808503733125	9.22126125964915	9.12684967761175	9.30289988146326	9.34031441787744	9.31395595740824	9.57959127464416	9.40413061422145	9.26278827156747	8.99749824690543	8.8282624168511	9.03470880049398
ENSG00000005073	7.03467325435315	7.18248350665366	7.03079061564257	6.56610044667939	6.6252395258156	6.54481800081279	6.82497887149284	6.55124397155353	6.74203928941174	6.20377689496499	6.1016910425834	6.08030178020042
ENSG00000005075	9.2129480291301	9.04459088138795	9.8199872342835	9.0654768335126	9.17211393610033	9.02805763623756	10.3071958427851	9.09357785627739	10.1739734212078	10.4434164062372	9.33757449352944	10.2229476111693
ENSG00000005100	9.34454778641054	9.30479264089253	9.34251285856126	8.97930307818081	9.01519223463498	8.94404265649022	8.53778136038119	8.72935674271227	8.52238978707685	8.02635979103096	8.24107995769317	8.09803427308724
ENSG00000005156	8.15662213214858	8.28566117510536	8.03823641826761	8.16533738512821	8.14500552321541	8.17656558439998	7.51576059429652	7.84429500742562	7.46443027598222	6.7708442709157	7.06208997833322	6.61236844874265
ENSG00000005175	9.23971676915857	9.24964652609479	9.22460499020837	9.15129499498252	9.1902973564938	9.27151127676187	9.41300934985806	9.28308541576184	9.08896096027025	9.03833071969069	8.81271025377793	9.22485491833724
ENSG00000005187	5.18896348883952	4.62924676777506	3.94181826427254	5.06283148182618	5.02853525871351	5.19266743791126	5.50428401216399	4.88543299877617	5.06607432426946	5.23487037657669	5.4604900435164	5.29544126222177
ENSG00000005189	7.44095449828625	7.51982781176466	7.75274581662138	7.57664556205809	7.52286000954026	7.61102663146534	7.57746394083294	7.49982220874502	7.64618577487078	6.66834667074909	6.89244748959425	6.8234844868308
ENSG00000005194	9.16067507111692	9.34480997545014	9.17655631784684	8.90911377801852	8.9473011605213	9.09451013279586	8.95104695552613	8.94432905470103	8.7369939603548	8.05855631881271	7.98715418507692	7.99171266358965
ENSG00000005206	8.79234640361889	8.92996324167097	8.83646065386906	9.06308495212863	8.89558246546544	8.947642911366	8.74366884720689	8.72645561090132	8.97248501827161	8.83547228981774	8.79962050597003	8.68359687013956
ENSG00000005238	6.68443236370879	6.58236192296508	6.22047488473198	6.23829684690389	6.24926690166999	6.16392000325024	6.68041567218497	6.79710172843791	6.75547957703665	7.45935590584983	7.45473385242873	7.36253155460625
ENSG00000005243	8.02086908019218	8.07290189750275	8.03823641826761	8.07780332393565	7.99751535244363	8.25433950683368	8.49068860286182	8.35396801876262	8.53391562884353	8.75443819207106	8.51561822296104	8.71172336326703
ENSG00000005302	8.38519968208954	8.47574086473106	8.48023085093019	8.40741283941709	8.43199056954033	8.34461511492219	8.60810209159011	8.59582606543133	8.43491906064451	8.12466300245204	8.34215990156036	8.26953530330037
ENSG00000005339	9.09767947449161	8.88722447643102	8.8609998410964	9.16474207158523	9.2303898931613	9.08146264548049	8.76140404723058	9.07318039145905	8.88225591178982	8.73468944438725	8.93266265127101	8.79470120821909
ENSG00000005436	8.12818453769543	8.25232062632105	8.50381448030026	8.09668086696814	8.30404469253372	8.25433950683368	7.97842637309562	7.98725522726	7.832547082464	7.74379927955417	7.84104010567466	8.20231572673299
ENSG00000005448	8.53553847414942	8.57339897901412	8.42364917558329	8.72764467444527	8.57393704011869	8.54346972958421	8.65630603004979	8.63658449601142	8.63011601059324	8.2237681845936	8.26416518815505	8.1317916083188
ENSG00000005469	7.71870187925291	7.80001405311959	7.93773278073062	7.85185742344282	7.86182715518072	8.03450606261101	8.1021447942758	8.13487246859875	8.15021168101391	7.92518601284181	8.24881636140843	8.26447486784314
ENSG00000005483	9.12090695781836	9.08296373826547	9.13189823566412	9.16027364476405	9.27792360632306	9.2829526632266	9.39040893312155	9.33349237994723	9.33476336919275	9.63204557377409	9.60149614932805	9.72146257643791
ENSG00000005486	9.23173823789516	9.40408965117878	9.11159696485472	9.30289988146326	9.19255423181353	9.31674164048507	9.39609235014386	9.3026819329083	9.39492134825815	9.25646377482461	9.1503297250048	9.03619174024042
ENSG00000005700	8.69117600634929	8.70232321495573	8.75368963377305	8.63400322233726	8.80108777365597	8.72654279223438	8.53778136038119	8.73802520721365	8.6619714687181	8.61555200254434	8.74330522672855	8.83275628635439
ENSG00000005801	7.81480898870826	7.9112105495659	7.98327390561112	7.74804936625506	7.93939070939139	7.83839083679449	8.20957514770666	7.59884195243749	7.85114522151099	8.11704210681911	8.005555998356	8.38359384677129
ENSG00000005810	8.94985140351715	9.08611580431834	9.01105433245359	8.88764239488334	9.09940210173445	9.11386240745813	8.76580390464099	8.65501348175011	8.48328893125864	8.41910868513633	8.66172518741122	8.49358741785142
ENSG00000005812	9.93350833762717	9.96919034891549	10.1359916743924	10.3614332066767	10.4612084306895	10.4677443369199	9.97083457964299	10.2025574439115	10.0868083931037	10.0241674957776	10.2829883290956	10.3210371415576
ENSG00000005882	7.91155649189238	7.83804846117537	7.93773278073062	8.06348020388622	8.13563115900628	8.24850427017289	8.19657817732249	8.43445437110702	8.51077079459639	8.59104238595087	8.84364833939022	8.40213701460297
ENSG00000005884	12.6897460711043	12.6489154240671	12.6196172855295	12.4325390825005	12.3821008427442	12.3610353109814	11.9056325739675	12.0775603595816	12.1154515824209	12.2673648550427	12.3056454629729	11.9907503160307
ENSG00000005889	8.95632358175056	9.06070399374327	9.32939026155422	9.24500219154671	9.22378480214351	9.3360920824699	9.09781445780672	8.93430969801697	8.97530355406647	9.01805919230836	9.2128567179172	9.20389954424577
ENSG00000005893	10.2657953383072	10.1166556023282	10.1974461202926	10.2043666132947	10.2927138752409	10.2534103733875	10.2392865946411	10.506086879251	10.3251278520336	10.8697022563546	10.9015386419246	10.8840611824101
ENSG00000005955	9.8800833092165	9.88487246725279	9.85091895035058	9.57707513128133	9.90549763527647	9.80931834549362	9.40739238465678	9.38771071632809	9.44861957797087	9.57493414133469	9.48703632230198	9.7792498190481
ENSG00000005961	5.38323634593871	5.55610122304284	5.25824856041698	5.23983565494733	5.54532493166952	5.35581862790366	5.72063665721105	5.3979428738392	5.59787671677126	6.3048221686286	6.4609476590865	6.15104277117985
ENSG00000006007	9.71825629310974	9.81633625833552	9.77230871815552	9.68984466626689	9.80587064621549	9.86555353636444	9.73787930891966	9.96137526191511	9.61681677121186	9.72996756155687	9.81672545979862	9.68507796567398
ENSG00000006015	8.29604292443709	8.1413222740522	8.08073714707391	8.57474522875043	8.16817682816812	8.25433950683368	8.62273365136597	8.37266035203363	8.53773713394353	8.40354677791566	8.22548091022137	8.12342648782901
ENSG00000006025	7.5823871182666	7.3185674239553	6.94029643178541	7.78349662022962	7.67993091636894	7.63815379816268	8.48001068311431	8.13487246859875	8.56420699834934	9.59285447933014	9.68637173119613	9.23134145672078
ENSG00000006042	5.96571792461585	5.81147085883243	5.49439799940525	6.02786801233851	5.92263577719581	5.93798187491863	5.63876792796097	5.90708472952257	5.69160630188862	5.80281862416868	6.1016910425834	5.88440281350174
ENSG00000006062	9.00395932329713	9.08611580431834	8.88512772312772	8.46659023398072	8.39321776287271	8.47020661776445	8.57337153281631	8.64582850192216	8.60848022044083	8.36549572252884	8.39538605717874	8.10937525482418
ENSG00000006114	8.24400989743417	8.17137505474176	8.21075955723512	8.00471168300251	8.1071346747443	8.0878068932359	7.8346192090691	8.16523310121105	8.17989371441717	8.19148788933289	8.44671054637194	8.35769975286995
ENSG00000006118	9.36657319639059	9.22126125964915	9.14194257972471	9.37021357483298	9.21714929154809	9.12979304030246	9.0299608616647	8.96662090673932	9.35869722396778	10.1232742533153	9.96934256173028	9.61836602918522
ENSG00000006125	11.8981752324445	11.9055191330236	11.9630173872335	11.7836375185938	11.8899903367343	11.949916447933	11.8744338506081	12.2032339980932	11.7140905278356	11.3199643376355	11.5942293906105	11.310508653449
ENSG00000006194	8.18450686217537	8.12298361454326	8.29433477488694	8.15637087381374	7.92856429919382	8.12652090439643	7.93207799644009	7.92772625112616	7.80100218573824	7.7877470620842	7.84104010567466	7.57463908600611
ENSG00000006282	8.99455740237122	9.06709910152838	9.00005080936638	9.11942156090962	9.1326948706928	9.13611628915195	9.18248718001783	9.09582651342066	9.16991065536497	10.0302492065377	10.0288287765492	9.84921518144043
ENSG00000006327	11.3204435266128	11.2457296704795	11.185921663192	10.9025130919089	10.6731010716292	10.6454778717556	10.655130254354	10.5510000825941	10.6214467777745	10.0955080502648	9.68352666980637	9.70291852791228
ENSG00000006432	9.35682566047663	9.33424687290124	9.39383998965834	8.15637087381374	8.14032600051627	8.27170422740285	8.08813196799562	8.42732091956408	8.2561688380416	8.49742092273015	8.55978749407518	8.39752361193453
ENSG00000006451	10.4929489939335	10.5233444603216	10.6814843877468	10.4111446860328	10.5153697108774	10.5936155202703	10.6032765198004	10.7316448304681	10.4848415269054	10.4809013451754	10.5174840669833	10.6750148158631
ENSG00000006453	9.71062465377893	9.76024449759315	9.66847499285527	9.52764243699896	9.55545322049246	9.42397114608102	9.30537666854218	9.1935464163335	9.26048008082138	9.3901997110527	9.53043697620491	9.37182572202148
ENSG00000006459	5.65798898137162	5.59609200471845	5.34277829584256	5.64244106701267	5.57656636255084	5.35581862790366	5.59563141773657	5.79246941105081	5.56491082125138	6.34589036712832	6.13709285488665	6.31288525530495
ENSG00000006530	8.6558074692362	8.7105208698489	8.65888255869922	8.61124766917225	8.76208991843812	8.72234391902771	8.67045774847286	8.41294689058632	8.65846661080303	8.65286680697139	8.54730555047506	8.62563839276831
ENSG00000006534	8.86639438463917	8.82819118397968	8.65888255869922	9.1846802317615	9.04297904072428	9.06498530516169	9.30235311641315	9.32201552144262	9.46675089376141	10.8394318209259	10.8491975170302	10.6330336005796
ENSG00000006555	8.16224261074267	8.14738341639479	7.93773278073062	8.06348020388622	8.05337289987888	7.95782094012795	8.06685249518653	8.2647037075292	8.16512947006676	8.19872430781304	8.20574059496103	8.09232996172305
ENSG00000006576	9.76690094951364	9.80490874056601	10.0128493515074	9.68518836612702	9.64714164172161	9.74667590902552	9.72664851491468	10.1155253068646	9.78036634751565	9.67925958179501	9.84882250222276	10.0333896330325
ENSG00000006607	6.94513606593933	7.24078531053167	6.89275525441891	6.94032450876164	6.78043350379677	6.54481800081279	6.15176984031237	6.75130784378322	6.44133027211653	6.37258746624643	6.4609476590865	6.16247035790548
ENSG00000006625	10.611383684299	10.6617271571369	10.6985872753238	10.643264044695	10.7478557872972	10.6652748561882	10.911632610374	10.4762112239599	10.727140144297	9.51546634342926	9.35735033617961	9.69918092282968
ENSG00000006634	9.75210740965236	9.65385344362151	9.66151212578187	9.76384295445443	9.75945085552155	9.71535928046026	9.58954518531323	9.45755063968366	9.6716843923198	8.47675308482524	8.24495337200203	8.6335024502544
ENSG00000006652	9.79062134687287	9.76418374135251	9.73631436037217	9.64578965335224	9.67806385098538	9.53816377169401	9.50529342649003	9.31044652312477	9.35653777022285	9.15245214425196	9.13165652332072	9.32892383075992
ENSG00000006695	7.78592022830354	7.70437459765538	7.81710456945909	7.87940378823515	7.74317209345367	7.85387637105208	7.57746394083294	7.63037546666157	7.46443027598222	7.59771873720385	7.55217462574703	7.52024593946931
ENSG00000006704	9.08592374978054	9.09553082600084	9.08581128696577	9.0702487129052	9.12089273183686	9.01095413446832	9.15257512402862	8.91405936283392	9.096746205673	9.75221696779237	9.55866135921607	9.48470322262662
ENSG00000006712	10.9973379208265	10.9566533461564	10.7987400412452	11.0149849530703	10.9359553159005	10.9181182120675	11.182076410384	10.7474532115637	11.0256465107789	10.4970910414578	10.368713028111	10.4371981298734
ENSG00000006715	9.12952160323802	9.06070399374327	9.23871258690322	9.09152866586299	9.22378480214351	9.18877196428203	9.03361292905185	9.34487855635857	9.07851474170022	9.56937507033653	9.84628086905143	9.71777279928157
ENSG00000006740	5.29056300902874	5.17125184812426	5.42116802749735	5.06283148182618	5.02853525871351	5.131961922442	4.776976692544	5.04132993834055	4.88930048096578	4.87091755063755	4.91758179112927	4.89830169177844
ENSG00000006744	10.4896091055075	10.4110252371991	10.4220699803507	10.2151716798161	10.4068777488578	10.382606406236	10.0102669208816	10.0276179635988	10.0631758696283	9.14872808535884	9.26709105094871	8.94123382678901
ENSG00000006756	8.12818453769543	7.93244900028057	8.15221000776116	8.06348020388622	7.96610384171906	8.02770187362979	7.97080508869146	8.06296358046283	7.80100218573824	9.04636010776141	9.17282863682347	8.97719476324491
ENSG00000006757	8.38519968208954	8.38127532831649	8.44004395800374	8.48101152792702	8.36544045072921	8.31700882965611	8.73471860063026	8.63658449601142	8.72028363458198	8.73468944438725	8.69038177791181	8.73200553361054
ENSG00000006831	10.633745139618	10.6806041700558	10.7238672908489	10.5861465982862	10.5234556991464	10.5693047139884	10.4478552209795	10.6267710700587	10.3675488052855	10.2666811433744	10.3625019301357	10.3564630340703
ENSG00000006837	5.13407851963164	5.04775553751423	4.45412840417776	5.23983565494733	5.41109465594547	5.35581862790366	5.50428401216399	5.76822289173776	5.62994560397579	6.37258746624643	6.18846683471094	6.35291867472648
ENSG00000007038	7.70332475636467	7.67942896866557	7.69908554331255	7.66174706934685	7.65382816094035	7.44670455369283	7.55719190632973	7.53360005162824	7.61018569266964	7.72884425898646	7.79412781606873	7.68137894450155
ENSG00000007047	9.21834171238984	9.10798921854419	8.902961915648	9.11711767171379	9.00495352578657	8.90753614418211	9.16926954745322	9.0408654595875	9.40749201143567	9.92755219744849	9.75979000200913	9.72881392181625
ENSG00000007080	10.7321767062189	10.6532574174255	10.6073519582575	10.7827051567957	10.6955395269977	10.6276495122243	10.9822562834035	10.4509795522423	10.9439065081739	10.1486536395843	9.85262657139546	9.99122421000173
ENSG00000007168	10.8992269606365	10.9532075506898	10.9900823651646	10.7377060633618	10.760833668742	10.8380157135626	10.5456603995443	10.8960371257148	10.5005660609139	10.1430522479162	10.4259961544625	10.2416942209696
ENSG00000007202	10.6317265445488	10.6868420060331	10.618178437395	10.4344479884031	10.4404804995917	10.6039103009541	10.2008516502085	10.6779127995384	10.1825288942678	9.18554243121868	9.60450761871613	9.21964457925317
ENSG00000007255	6.71593932576986	6.8630871043268	7.13627422464423	6.9820288148206	7.02650606287535	7.1132074238189	7.14559453037589	7.06288913655948	7.19866908810037	8.90557972829581	8.61465306617728	8.53617077041524
ENSG00000007341	8.04542099776232	7.9112105495659	7.98327390561112	7.98963498252438	7.99232771261548	8.03450606261101	8.39160501098727	8.03973159622251	8.13513710102695	7.92518601284181	7.89142090995587	8.13734136905208
ENSG00000007372	5.42677924792212	5.17125184812426	5.49439799940525	5.35499313505573	5.29859250033054	5.54113239917724	5.59563141773657	5.58342299666094	5.3028185598664	5.4198889246927	5.49036257458804	5.8984414469413
ENSG00000007376	8.78509140689287	8.6982068054806	8.7860904061678	8.65322549108142	8.40105648011414	8.54346972958421	8.3334550862325	8.54402229138636	8.65495319272017	8.38464722768366	8.17763979467654	7.93862325147971
ENSG00000007384	8.01466479258132	8.09816143362181	8.1422151276597	7.92768880788011	7.96610384171906	7.86155670255937	7.94769477262054	7.89700687899695	8.2374767429439	8.51200382104405	8.39886531887236	8.2337317903852
ENSG00000007392	8.25456848078026	8.28015791149448	8.24850607785253	8.15637087381374	7.99751535244363	7.87679472906817	8.43095333014619	7.89182224789048	8.39754232687756	8.07438732566698	7.99177685096451	8.17019638502072
ENSG00000007402	4.60766292927535	4.62924676777506	4.66262633985378	4.77893432674275	4.71910378816099	4.74742992452606	5.23690987506666	4.94054630119159	5.25967239080163	6.01018561756993	5.98930687336561	5.75041104860289
ENSG00000007516	4.32850632649437	4.73316481198237	3.94181826427254	4.96023759869234	4.7913027503091	4.83970592782482	4.95788626634566	4.88543299877617	4.95224253421541	5.62676712512791	5.33230006487092	5.02977770748481
ENSG00000007520	8.76310436284721	8.73081297014799	8.54228061731506	9.02917471177497	8.72200574940685	8.87764945767759	9.00040605321532	8.85154113555136	8.87623583194979	8.74952635602565	8.77307835542018	8.49142477545515
